"f7","f7 2","b","flex","flex 2","b 2","mv1","b 3","mv1 2","w_iUH7","b 4","tl-m","ml1","w_kV33"
"May 6, 2025","Christina","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Very good quality. Our kitten loves it. The only minus was putting this together. It's not difficult but very time consuming. Expect a million pieces. But overall we say it was worth it.","(0)","quality is great"
"Apr 26, 2025","Mia","Item details","Color: Dark Gray","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","Stable and easy to put together (had a little trouble getting the pole into the two huts). My 7yr old sister was able to put the rest together. My cats love it and it comes with wall anchors!","(0)","My cats love it!"
"Jun 10, 2025","Andrea","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","this item looks nice, is easy yo put together and seems sturdy and well made for the price point. it smells a little when 1st taking it out of the packages but i think its just the glue smell %26 it went away after a while.","(0)",""
"Apr 2, 2025","Jennifer","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","This is the second one we had the only reason why we got another one is because  was like 6 years since the first one and all the material was coming off or was off so we decided to get another fresh one","(0)",""
"Mar 31, 2025","Helen","Item details","Size: 54""","Color: Dark Gray","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","The cats love it and it's saving the furniture!
Assembly wasn't to bad but they could do a little better when making the holes for the screws .
Don't let the humans test it out first!🤣🤣
They'll break the hanging toys! lol","(0)",""
"May 25, 2025","Rosanne","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","3 out of 5 stars review","Verified Purchase","Getting rancid  products makes me sick.  Too many times I have received junk.  Yes you credit me for it but it makes me think if the stuff I order  is really okay","(0)",""
"May 13, 2025","anonymous","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","3 out of 5 stars review","Verified Purchase","Has a strong odor upon unboxing, a bit chemical.
The cat tower is cute but definitely for kitten size. Went together easily and is per description. 
Color is true","(0)","Not for large cats"
"May 8, 2025","crystal","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","4 out of 5 stars review","Verified Purchase","A good amount of work to build and it has a weird smell for a couple weeks. But otherwise it's exactly what I expected. Maybe our cats are a little too big for the cubbyholes or maybe they aren't used to the new play area yet.","(0)",""
"May 21, 2025","Alejandro","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","2 out of 5 stars review","Verified Purchase","it started good but as time went on. the top pole started breaking as my cat loves to sleep on that and now its tilting side ways . wish it lasted longer as she only uses that pole.","(0)","Wont buy it again"
"May 16, 2025","Liz","Item details","Color: Beige","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","My kitten loves his new condo. The quality is really good and it's hugh. The price was great. Every other place wanted twice the price and even in store was twice the price","(0)",""
"May 28, 2025","Greg","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","A little tricky to put the box structure together but it was well worth it. Just tear the fabric just a little bit to align the holes. They aren't noticeable once it's together. My cat loves it. He is on it every day.","(0)",""
"May 16, 2025","Sarah","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","great for how cheap we got it, but I'm not sure how sturdy long term it will be for my big furball haha not hard to put together, received quickly and after a quick vacuum for the extra fuzzies it looks good and cat approves","(0)","birthday gift for the kitty"
"May 21, 2025","Cindy","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","What can I say my cat loves it! You have to put it together, but for the most part it was pretty easy, had hard time putting the poles in the boxes, one pole I left out I just couldn't get it to fit!","(0)","My cat likes it, that's all that counts!"
"May 4, 2025","teresa","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Caught this on a flash deal which made it even more appealing. I'm satisfied with my purchase and my cat does like it. Pretty easy to put together and it's nice. I would recommend this product but not for a large cat.","(0)","Great Choice"
"Feb 24, 2025","Stella","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","There's pieces missing which makes me very unhappy about the purchase I can't install some of it without those poles so it's not even useable right now","(0)","Pieces missing very unhappy"
"Feb 28, 2025","Mandy","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","Came missing 5 poles needed for assembly. Loose screws in box, looks like it was attempted to be put together before and returned. Box was all taped up and torn. Very disappointed. Now having to return after being disappointed.","(0)","Dissatisfied"
"May 17, 2025","priya","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","1 out of 5 stars review","Verified Purchase","The screws don't screw into anything. Was wondering why it's so wobly this whole time. There's screw holes but no threads. You can pull everything off with minimal force. Not safw","(0)",""
"Jun 19, 2025","tripp636","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","Seems well made and sturdy. Can be just a bit tricky to assemble but nothing terrible if you take your time. Cat loves it. Was climbing on it before I even had it completed.","(0)",""
"Mar 23, 2025","Tammy","Item details","Size: 54""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","4 out of 5 stars review","Verified Purchase","This is a good product for the price,  but wish it was a little bit more steady, because it's a little wobbly at times when they are both playing on it.
Overall I am satisfied with this product and it was worth the price I paid.","(0)",""
"Apr 3, 2025","Ashlei","Item details","Size: 70""","Color: Dark Gray","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","the screw holes do not line up with the hole on the material. just far enough off to be frustrating. inserting the house supports was a task but other than that very easy and straightforward setup. cats love it. it looks nice.","(0)",""
"May 19, 2025","Momkimm","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","1 out of 5 stars review","Verified Purchase","Do not waste your money on this cat tree. It is cheaply made and doesn't stay together. The lowest perch post was never able to be attached and the top one fell off when my cat got on it. Such a waste and disappointment.","(0)","Cheaply made - Do NOT buy it!"
"Jun 4, 2025","anonymous","Item details","Color: Dark Gray","Assembled product height: 70 in","Sold and shipped by","Factory Direct Wholesales, LLC","","","5 out of 5 stars review","Verified Purchase","i have two boy cats around 1-2 years old and they love it! it's a little unstable without being mounted to the wall, but it's stable enough for them to climb and jump on it! it's worth it in my opinion","(0)","pretty good cat tree!"
"Apr 17, 2025","Jennifer","Item details","Color: Dark Gray","Assembled product height: 54 in","Sold by","Factory Direct Wholesales, LLC","Delivered by","Walmart","5 out of 5 stars review","Verified Purchase","this is actually for my dogs lol, they used the last one so much i had to replace it after a few years. they love laying and looking out the window and putting their toys in the bottonm","(0)","great"
